H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	78	82	-0.025	-0.025	0.0806985	-0.3097951
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	71	82	-0.07189542	-0.07189542	0.07622938	-0.9431458
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	78	73	0.03311258	0.03311258	0.07933275	0.4173886
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	73	-0.02816901	-0.02816901	0.09485936	-0.2969555
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	61	69	-0.06153846	-0.06153846	0.106439	-0.578157
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	124	26	0.6533333	0.6533333	0.07121781	9.173736
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	83	79	0.02469136	0.02469136	0.09557749	0.2583386
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	74	80	-0.03896104	-0.03896104	0.08730287	-0.4462744
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	80	68	0.08108108	0.08108108	0.09901946	0.8188399
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	73	72	0.006896552	0.006896552	0.09881823	0.06979028
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	58	58	0	-6.938894e-18	0.1111861	0
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	68	59	0.07086614	0.07086614	0.08912946	0.7950923
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	134	41	0.5314286	0.5314286	0.07630408	6.964615
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	73	82	-0.05806452	-0.05806452	0.08709612	-0.6666717
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	72	87	-0.09433962	-0.09433962	0.07169134	-1.315914
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	77	77	0	-1.734723e-18	0.0833499	0
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	65	75	-0.07142857	-0.07142857	0.09240259	-0.7730148
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	59	74	-0.112782	-0.112782	0.1118836	-1.00803
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	60	65	-0.04	-0.04	0.08497993	-0.4706994
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	65	79	-0.09722222	-0.09722222	0.0917652	-1.059467
Neandertal.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	132	43	0.5085714	0.5085714	0.09578329	5.309605
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	76	86	-0.0617284	-0.0617284	0.08946775	-0.6899513
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	70	86	-0.1025641	-0.1025641	0.09226994	-1.111566
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	76	81	-0.03184713	-0.03184713	0.08592717	-0.3706294
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	76	88	-0.07317073	-0.07317073	0.08965321	-0.8161529
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	56	73	-0.1317829	-0.1317829	0.1204313	-1.094258
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	63	69	-0.04545455	-0.04545455	0.08355839	-0.5439854
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	64	77	-0.09219858	-0.09219858	0.08018354	-1.149844
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	58	58	0	6.938894e-18	0.1127544	0
Neandertal.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	152	45	0.5431472	0.5431472	0.05433673	9.995949
Neandertal.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	136	39	0.5542857	0.5542857	0.07814843	7.09273
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	77	69	0.05479452	0.05479452	0.07363652	0.7441215
Neandertal.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	148	34	0.6263736	0.6263736	0.05609805	11.16569
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	87	81	0.03571429	0.03571429	0.08323744	0.4290651
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	74	75	-0.006711409	-0.006711409	0.08220249	-0.08164485
Neandertal.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	146	42	0.5531915	0.5531915	0.06102107	9.065582
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	70	69	0.007194245	0.007194245	0.0904989	0.07949538
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	77	-0.05479452	-0.05479452	0.09627843	-0.5691256
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	71	75	-0.02739726	-0.02739726	0.1032917	-0.2652417
Neandertal.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	134	53	0.4331551	0.4331551	0.09321745	4.646717
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	75	98	-0.132948	-0.132948	0.08075254	-1.646363
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	48	78	-0.2380952	-0.2380952	0.09452118	-2.518962
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	97	-0.1686747	-0.1686747	0.08395242	-2.00917
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	65	87	-0.1447368	-0.1447368	0.08265635	-1.751067
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	139	49	0.4787234	0.4787234	0.08477408	5.647049
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	80	92	-0.06976744	-0.06976744	0.09285814	-0.7513336
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	61	82	-0.1468531	-0.1468531	0.08930097	-1.644474
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	68	85	-0.1111111	-0.1111111	0.09013295	-1.232747
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	67	77	-0.06944444	-0.06944444	0.1037555	-0.6693085
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	61	0.06153846	0.06153846	0.09868057	0.6236127
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	134	38	0.5581395	0.5581395	0.07419587	7.522515
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	73	82	-0.05806452	-0.05806452	0.08198398	-0.7082423
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	65	80	-0.1034483	-0.1034483	0.07909736	-1.30786
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	67	83	-0.1066667	-0.1066667	0.08065066	-1.322576
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	70	77	-0.04761905	-0.04761905	0.08829346	-0.539327
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	71	56	0.1181102	0.1181102	0.08801495	1.341934
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	70	69	0.007194245	0.007194245	0.08848616	0.08130362
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	135	54	0.4285714	0.4285714	0.06440879	6.653928
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	72	95	-0.1377246	-0.1377246	0.07939773	-1.734616
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	55	87	-0.2253521	-0.2253521	0.05928895	-3.800912
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	97	-0.1686747	-0.1686747	0.088877	-1.897844
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	63	84	-0.1428571	-0.1428571	0.09785417	-1.459898
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	65	65	0	1.82146e-17	0.1179097	0
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	53	65	-0.1016949	-0.1016949	0.1195035	-0.8509788
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	66	79	-0.08965517	-0.08965517	0.08260404	-1.085361
Neandertal.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	139	51	0.4631579	0.4631579	0.08036243	5.763364
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	85	94	-0.05027933	-0.05027933	0.08287062	-0.6067208
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	86	-0.1096774	-0.1096774	0.07237938	-1.515313
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	76	93	-0.1005917	-0.1005917	0.07256012	-1.386322
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	85	-0.1038961	-0.1038961	0.1034846	-1.003976
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	73	65	0.05797101	0.05797101	0.09647235	0.6009081
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	66	67	-0.007518797	-0.007518797	0.08923118	-0.08426199
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	69	72	-0.0212766	-0.0212766	0.08745354	-0.2432903
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	78	69	0.06122449	0.06122449	0.08153101	0.750935
Neandertal.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	135	48	0.4754098	0.4754098	0.05873549	8.094081
Neandertal.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	124	40	0.5121951	0.5121951	0.0924054	5.542913
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	77	78	-0.006451613	-0.006451613	0.1004726	-0.06421263
Neandertal.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	148	35	0.6174863	0.6174863	0.06935903	8.902753
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	87	69	0.1153846	0.1153846	0.07241777	1.593319
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	60	0.1044776	0.1044776	0.1059305	0.9862846
Neandertal.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	140	37	0.5819209	0.5819209	0.07149309	8.13954
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	76	59	0.1259259	0.1259259	0.09216147	1.366362
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	78	68	0.06849315	0.06849315	0.08414216	0.814017
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	73	75	-0.01351351	-0.01351351	0.07413769	-0.1822759
Neandertal.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	123	42	0.4909091	0.4909091	0.08946416	5.487215
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	80	-0.05263158	-0.05263158	0.1044008	-0.50413
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	60	70	-0.07692308	-0.07692308	0.1210335	-0.6355518
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	75	97	-0.127907	-0.127907	0.07548132	-1.694552
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	67	89	-0.1410256	-0.1410256	0.07670721	-1.838493
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	147	45	0.53125	0.53125	0.07230463	7.347385
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	94	76	0.1058824	0.1058824	0.1098313	0.9640453
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	89	73	0.09876543	0.09876543	0.115233	0.8570934
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	85	85	0	2.602085e-18	0.0806534	0
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	75	74	0.006711409	0.006711409	0.0813118	0.08253918
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	82	57	0.1798561	0.1798561	0.07629492	2.35738
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	134	37	0.5672515	0.5672515	0.0735803	7.709284
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	86	72	0.08860759	0.08860759	0.09217664	0.9612804
